3001,1,20230503134430,3481160,233
3002,2,20230503134430,3482320,233
3003,3,20230503134430,3483480,233
3004,4,20230503134430,3484640,233
3005,5,20230503134430,3485800,233
3006,6,20230503134430,3486960,233
3007,7,20230503134430,3488120,233
3008,8,20230503134430,3489280,233
3009,9,20230503134430,3490440,233
3010,10,20230503134430,3491600,233
3011,11,20230503134430,3492760,233
3012,12,20230503134430,3493920,233
3013,13,20230503134430,3495080,233
3014,14,20230503134430,3496240,233
3015,15,20230503134430,3497400,233
3016,16,20230503134430,3498560,233
3017,17,20230503134430,3499720,233
3018,18,20230503134430,3500880,233
3019,19,20230503134430,3502040,233
3020,20,20230503134430,3503200,233
3021,21,20230503134430,3504360,233
3022,22,20230503134430,3505520,233
3023,23,20230503134430,3506680,233
3024,24,20230503134430,3507840,233
3025,25,20230503134430,3509000,233
3026,26,20230503134430,3510160,233
3027,27,20230503134430,3511320,233
3028,28,20230503134430,3512480,233
3029,29,20230503134430,3513640,233
3030,30,20230503134430,3514800,233
3031,31,20230503134430,3515960,233
3032,32,20230503134430,3517120,233
3033,33,20230503134430,3518280,233
3034,34,20230503134430,3519440,233
3035,35,20230503134430,3520600,233
3036,36,20230503134430,3521760,233
3037,37,20230503134430,3522920,233
3038,38,20230503134430,3524080,233
3039,39,20230503134430,3525240,233
3040,40,20230503134430,3526400,233
3041,41,20230503134430,3527560,233
3042,42,20230503134430,3528720,233
3043,43,20230503134430,3529880,233
3044,44,20230503134430,3531040,233
3045,45,20230503134430,3532200,233
3046,46,20230503134430,3533360,233
3047,47,20230503134430,3534520,233
3048,48,20230503134430,3535680,233
3049,49,20230503134430,3536840,233
3050,50,20230503134430,3538000,233
3051,51,20230503134430,3539160,233
3052,52,20230503134430,3540320,233
3053,53,20230503134430,3541480,233
3054,54,20230503134430,3542640,233
3055,55,20230503134430,3543800,233
3056,56,20230503134430,3544960,233
3057,57,20230503134430,3546120,233
3058,58,20230503134431,3547280,233
3059,59,20230503134431,3548440,233
3060,60,20230503134431,3549600,233
3061,61,20230503134431,3550760,233
3062,62,20230503134431,3551920,233
3063,63,20230503134431,3553080,233
3064,64,20230503134431,3554240,233
3065,65,20230503134431,3555400,233
3066,66,20230503134431,3556560,233
3067,67,20230503134431,3557720,233
3068,68,20230503134431,3558880,233
3069,69,20230503134431,3560040,233
3070,70,20230503134431,3561200,233
3071,71,20230503134431,3562360,233
3072,72,20230503134431,3563520,233
3073,73,20230503134431,3564680,233
3074,74,20230503134431,3565840,233
3075,75,20230503134431,3567000,233
3076,76,20230503134431,3568160,233
3077,77,20230503134431,3569320,233
3078,78,20230503134431,3570480,233
3079,79,20230503134431,3571640,233
3080,80,20230503134431,3572800,233
3081,81,20230503134431,3573960,233
3082,82,20230503134431,3575120,233
3083,83,20230503134431,3576280,233
3084,84,20230503134431,3577440,233
3085,85,20230503134431,3578600,233
3086,86,20230503134431,3579760,233
3087,87,20230503134431,3580920,233
3088,88,20230503134431,3582080,233
3089,89,20230503134431,3583240,233
3090,90,20230503134431,3584400,233
3091,91,20230503134431,3585560,233
3092,92,20230503134431,3586720,233
3093,93,20230503134431,3587880,233
3094,94,20230503134431,3589040,233
3095,95,20230503134431,3590200,233
3096,96,20230503134431,3591360,233
3097,97,20230503134431,3592520,233
3098,98,20230503134431,3593680,233
3099,99,20230503134431,3594840,233
3100,100,20230503134431,3596000,233
3101,101,20230503134431,3597160,233
3102,102,20230503134431,3598320,233
3103,103,20230503134431,3599480,233
3104,104,20230503134431,3600640,233
3105,105,20230503134431,3601800,233
3106,106,20230503134431,3602960,233
3107,107,20230503134431,3604120,233
3108,108,20230503134431,3605280,233
3109,109,20230503134431,3606440,233
3110,110,20230503134431,3607600,233
3111,111,20230503134431,3608760,233
3112,112,20230503134431,3609920,233
3113,113,20230503134431,3611080,233
3114,114,20230503134431,3612240,233
3115,115,20230503134431,3613400,233
3116,116,20230503134431,3614560,233
3117,117,20230503134431,3615720,233
3118,118,20230503134431,3616880,233
3119,119,20230503134431,3618040,233
3120,120,20230503134431,3619200,233
3121,121,20230503134432,3620360,233
3122,122,20230503134432,3621520,233
3123,123,20230503134432,3622680,233
3124,124,20230503134432,3623840,233
3125,125,20230503134432,3625000,233
3126,126,20230503134432,3626160,233
3127,127,20230503134432,3627320,233
3128,128,20230503134432,3628480,233
3129,129,20230503134432,3629640,233
3130,130,20230503134432,3630800,233
3131,131,20230503134432,3631960,233
3132,132,20230503134432,3633120,233
3133,133,20230503134432,3634280,233
3134,134,20230503134432,3635440,233
3135,135,20230503134432,3636600,233
3136,136,20230503134432,3637760,233
3137,137,20230503134432,3638920,233
3138,138,20230503134432,3640080,233
3139,139,20230503134432,3641240,233
3140,140,20230503134432,3642400,233
3141,141,20230503134432,3643560,233
3142,142,20230503134432,3644720,233
3143,143,20230503134432,3645880,233
3144,144,20230503134432,3647040,233
3145,145,20230503134432,3648200,233
3146,146,20230503134432,3649360,233
3147,147,20230503134432,3650520,233
3148,148,20230503134432,3651680,233
3149,149,20230503134432,3652840,233
3150,150,20230503134432,3654000,233
3151,151,20230503134432,3655160,233
