1,1,2.02305E+13,1212,214
2,2,2.02305E+13,2364,212
3,3,2.02305E+13,3516,216
4,4,2.02305E+13,4668,219
5,5,2.02305E+13,5820,220
6,6,2.02305E+13,6972,220
7,7,2.02305E+13,8124,220
8,8,2.02305E+13,9276,218
9,9,2.02305E+13,10428,214
10,10,2.02305E+13,11580,217
11,11,2.02305E+13,12732,225
12,12,2.02305E+13,13884,226
13,13,2.02305E+13,15036,225
14,14,2.02305E+13,16188,224
15,15,2.02305E+13,17340,214
16,16,2.02305E+13,18492,215
17,17,2.02305E+13,19644,220
18,18,2.02305E+13,20796,224
19,19,2.02305E+13,21948,221
20,20,2.02305E+13,23100,218
21,21,2.02305E+13,24252,214
22,22,2.02305E+13,25404,214
23,23,2.02305E+13,26556,217
24,24,2.02305E+13,27708,215
25,25,2.02305E+13,28860,210
26,26,2.02305E+13,30012,208
27,27,2.02305E+13,31164,207
28,28,2.02305E+13,32316,210
29,29,2.02305E+13,33468,214
30,30,2.02305E+13,34620,217
31,31,2.02305E+13,35772,211
32,32,2.02305E+13,36924,210
33,33,2.02305E+13,38076,214
34,34,2.02305E+13,39228,212
35,35,2.02305E+13,40380,213
36,36,2.02305E+13,41532,217
37,37,2.02305E+13,42684,217
38,38,2.02305E+13,43836,213
39,39,2.02305E+13,44988,213
40,40,2.02305E+13,46140,213
41,41,2.02305E+13,47292,212
42,42,2.02305E+13,48444,215
43,43,2.02305E+13,49596,219
44,44,2.02305E+13,50748,218
45,45,2.02305E+13,51900,216
46,46,2.02305E+13,53052,216
47,47,2.02305E+13,54204,214
48,48,2.02305E+13,55356,213
49,49,2.02305E+13,56508,217
50,50,2.02305E+13,57660,218
51,51,2.02305E+13,58812,213
52,52,2.02305E+13,59964,214
53,53,2.02305E+13,61116,214
54,54,2.02305E+13,62268,211
55,55,2.02305E+13,63420,215
56,56,2.02305E+13,64572,218
57,57,2.02305E+13,65724,215
58,58,2.02305E+13,66876,214
59,59,2.02305E+13,68028,215
60,60,2.02305E+13,69180,213
61,61,2.02305E+13,70332,214
62,62,2.02305E+13,71484,217
63,63,2.02305E+13,72636,222
64,64,2.02305E+13,73788,217
65,65,2.02305E+13,74940,217
66,66,2.02305E+13,76092,217
67,67,2.02305E+13,77244,212
68,68,2.02305E+13,78396,216
69,69,2.02305E+13,79548,219
70,70,2.02305E+13,80700,213
71,71,2.02305E+13,81852,209
72,72,2.02305E+13,83004,210
73,73,2.02305E+13,84156,211
74,74,2.02305E+13,85308,214
75,75,2.02305E+13,86460,217
76,76,2.02305E+13,87612,219
77,77,2.02305E+13,88764,212
78,78,2.02305E+13,89916,211
79,79,2.02305E+13,91068,213
80,80,2.02305E+13,92220,212
81,81,2.02305E+13,93372,216
82,82,2.02305E+13,94524,220
83,83,2.02305E+13,95676,216
84,84,2.02305E+13,96828,211
85,85,2.02305E+13,97980,211
86,86,2.02305E+13,99132,211
87,87,2.02305E+13,100284,215
88,88,2.02305E+13,101436,218
89,89,2.02305E+13,102588,220
90,90,2.02305E+13,103740,214
91,91,2.02305E+13,104892,212
92,92,2.02305E+13,106044,214
93,93,2.02305E+13,107196,212
94,94,2.02305E+13,108348,216
95,95,2.02305E+13,109500,221
96,96,2.02305E+13,110652,219
97,97,2.02305E+13,111804,214
98,98,2.02305E+13,112956,214
99,99,2.02305E+13,114108,212
100,100,2.02305E+13,115260,216
101,101,2.02305E+13,116412,218
102,102,2.02305E+13,117564,225
103,103,2.02305E+13,118716,216
104,104,2.02305E+13,119868,213
105,105,2.02305E+13,121020,214
106,106,2.02305E+13,122172,213
107,107,2.02305E+13,123324,217
108,108,2.02305E+13,124476,223
109,109,2.02305E+13,125628,221
110,110,2.02305E+13,126780,214
111,111,2.02305E+13,127932,213
112,112,2.02305E+13,129084,212
113,113,2.02305E+13,130236,215
114,114,2.02305E+13,131388,218
115,115,2.02305E+13,132540,224
116,116,2.02305E+13,133692,214
117,117,2.02305E+13,134844,208
118,118,2.02305E+13,135996,209
119,119,2.02305E+13,137148,211
120,120,2.02305E+13,138300,216
121,121,2.02305E+13,139452,222
122,122,2.02305E+13,140604,218
123,123,2.02305E+13,141756,211
124,124,2.02305E+13,142908,208
125,125,2.02305E+13,144060,211
126,126,2.02305E+13,145212,215
127,127,2.02305E+13,146364,218
128,128,2.02305E+13,147516,221
129,129,2.02305E+13,148668,213
130,130,2.02305E+13,149820,207
131,131,2.02305E+13,150972,209
132,132,2.02305E+13,152124,213
133,133,2.02305E+13,153276,217
134,134,2.02305E+13,154428,225
135,135,2.02305E+13,155580,220
136,136,2.02305E+13,156732,212
137,137,2.02305E+13,157884,208
138,138,2.02305E+13,159036,211
139,139,2.02305E+13,160188,216
140,140,2.02305E+13,161340,218
141,141,2.02305E+13,162492,228
142,142,2.02305E+13,163644,219
143,143,2.02305E+13,164796,212
144,144,2.02305E+13,165948,211
145,145,2.02305E+13,167100,213
146,146,2.02305E+13,168252,217
147,147,2.02305E+13,169404,225
148,148,2.02305E+13,170556,220
149,149,2.02305E+13,171708,211
150,150,2.02305E+13,172860,206
151,151,2.02305E+13,174012,211
152,152,2.02305E+13,175164,216
153,153,2.02305E+13,176316,220
154,154,2.02305E+13,177468,223
155,155,2.02305E+13,178620,215
156,156,2.02305E+13,179772,209
157,157,2.02305E+13,180924,208
158,158,2.02305E+13,182076,213
159,159,2.02305E+13,183228,217
160,160,2.02305E+13,184380,225
161,161,2.02305E+13,185532,220
162,162,2.02305E+13,186684,213
163,163,2.02305E+13,187836,207
164,164,2.02305E+13,188988,210
165,165,2.02305E+13,190140,215
166,166,2.02305E+13,191292,220
167,167,2.02305E+13,192444,223
168,168,2.02305E+13,193596,215
169,169,2.02305E+13,194748,209
170,170,2.02305E+13,195900,208
171,171,2.02305E+13,197052,213
172,172,2.02305E+13,198204,217
173,173,2.02305E+13,199356,226
174,174,2.02305E+13,200508,223
175,175,2.02305E+13,201660,216
176,176,2.02305E+13,202812,212
177,177,2.02305E+13,203964,212
178,178,2.02305E+13,205116,216
179,179,2.02305E+13,206268,223
180,180,2.02305E+13,207420,231
181,181,2.02305E+13,208572,223
182,182,2.02305E+13,209724,214
183,183,2.02305E+13,210876,210
184,184,2.02305E+13,212028,213
185,185,2.02305E+13,213180,217
186,186,2.02305E+13,214332,225
187,187,2.02305E+13,215484,218
188,188,2.02305E+13,216636,210
189,189,2.02305E+13,217788,204
190,190,2.02305E+13,218940,211
191,191,2.02305E+13,220092,215
192,192,2.02305E+13,221244,219
193,193,2.02305E+13,222396,221
194,194,2.02305E+13,223548,215
195,195,2.02305E+13,224700,207
196,196,2.02305E+13,225852,208
197,197,2.02305E+13,227004,214
198,198,2.02305E+13,228156,217
199,199,2.02305E+13,229308,227
200,200,2.02305E+13,230460,223
201,201,2.02305E+13,231612,219
202,202,2.02305E+13,232764,213
203,203,2.02305E+13,233916,211
204,204,2.02305E+13,235068,215
205,205,2.02305E+13,236220,222
206,206,2.02305E+13,237372,226
207,207,2.02305E+13,238524,220
208,208,2.02305E+13,239676,213
209,209,2.02305E+13,240828,210
210,210,2.02305E+13,241980,214
211,211,2.02305E+13,243132,215
212,212,2.02305E+13,244284,226
213,213,2.02305E+13,245436,222
214,214,2.02305E+13,246588,215
215,215,2.02305E+13,247740,209
216,216,2.02305E+13,248892,211
217,217,2.02305E+13,250044,215
218,218,2.02305E+13,251196,220
219,219,2.02305E+13,252348,221
220,220,2.02305E+13,253500,215
221,221,2.02305E+13,254652,210
222,222,2.02305E+13,255804,209
223,223,2.02305E+13,256956,214
224,224,2.02305E+13,258108,217
225,225,2.02305E+13,259260,223
226,226,2.02305E+13,260412,220
227,227,2.02305E+13,261564,215
228,228,2.02305E+13,262716,210
229,229,2.02305E+13,263868,211
230,230,2.02305E+13,265020,216
231,231,2.02305E+13,266172,221
232,232,2.02305E+13,267324,222
233,233,2.02305E+13,268476,219
234,234,2.02305E+13,269628,215
235,235,2.02305E+13,270780,210
236,236,2.02305E+13,271932,213
237,237,2.02305E+13,273084,218
238,238,2.02305E+13,274236,224
239,239,2.02305E+13,275388,221
240,240,2.02305E+13,276540,217
241,241,2.02305E+13,277692,214
242,242,2.02305E+13,278844,212
243,243,2.02305E+13,279996,215
244,244,2.02305E+13,281148,222
245,245,2.02305E+13,282300,222
246,246,2.02305E+13,283452,219
247,247,2.02305E+13,284604,214
248,248,2.02305E+13,285756,211
249,249,2.02305E+13,286908,214
250,250,2.02305E+13,288060,217
251,251,2.02305E+13,289212,222
252,252,2.02305E+13,290364,219
253,253,2.02305E+13,291516,215
254,254,2.02305E+13,292668,210
255,255,2.02305E+13,293820,212
256,256,2.02305E+13,294972,215
257,257,2.02305E+13,296124,220
258,258,2.02305E+13,297276,221
259,259,2.02305E+13,298428,219
260,260,2.02305E+13,299580,215
261,261,2.02305E+13,300732,211
262,262,2.02305E+13,301884,215
263,263,2.02305E+13,303036,218
264,264,2.02305E+13,304188,220
265,265,2.02305E+13,305340,218
266,266,2.02305E+13,306492,215
267,267,2.02305E+13,307644,211
268,268,2.02305E+13,308796,213
269,269,2.02305E+13,309948,216
270,270,2.02305E+13,311100,220
271,271,2.02305E+13,312252,221
272,272,2.02305E+13,313404,219
273,273,2.02305E+13,314556,216
274,274,2.02305E+13,315708,211
275,275,2.02305E+13,316860,215
276,276,2.02305E+13,318012,218
277,277,2.02305E+13,319164,220
278,278,2.02305E+13,320316,221
279,279,2.02305E+13,321468,219
280,280,2.02305E+13,322620,213
281,281,2.02305E+13,323772,213
282,282,2.02305E+13,324924,216
283,283,2.02305E+13,326076,218
284,284,2.02305E+13,327228,216
285,285,2.02305E+13,328380,215
286,286,2.02305E+13,329532,212
287,287,2.02305E+13,330684,211
288,288,2.02305E+13,331836,214
289,289,2.02305E+13,332988,218
290,290,2.02305E+13,334140,218
291,291,2.02305E+13,335292,218
292,292,2.02305E+13,336444,218
293,293,2.02305E+13,337596,214
294,294,2.02305E+13,338748,213
295,295,2.02305E+13,339900,215
296,296,2.02305E+13,341052,220
297,297,2.02305E+13,342204,219
298,298,2.02305E+13,343356,217
299,299,2.02305E+13,344508,215
300,300,2.02305E+13,345660,211
301,301,2.02305E+13,346812,215
302,302,2.02305E+13,347964,218
303,303,2.02305E+13,349116,215
304,304,2.02305E+13,350268,214
305,305,2.02305E+13,351420,216
306,306,2.02305E+13,352572,211
307,307,2.02305E+13,353724,214
308,308,2.02305E+13,354876,217
309,309,2.02305E+13,356028,219
310,310,2.02305E+13,357180,216
311,311,2.02305E+13,358332,215
312,312,2.02305E+13,359484,214
313,313,2.02305E+13,360636,211
314,314,2.02305E+13,361788,214
315,315,2.02305E+13,362940,215
316,316,2.02305E+13,364092,213
317,317,2.02305E+13,365244,212
318,318,2.02305E+13,366396,211
319,319,2.02305E+13,367548,211
320,320,2.02305E+13,368700,213
321,321,2.02305E+13,369852,216
322,322,2.02305E+13,371004,217
323,323,2.02305E+13,372156,214
324,324,2.02305E+13,373308,215
325,325,2.02305E+13,374460,216
326,326,2.02305E+13,375612,211
327,327,2.02305E+13,376764,215
328,328,2.02305E+13,377916,220
329,329,2.02305E+13,379068,222
330,330,2.02305E+13,380220,219
331,331,2.02305E+13,381372,216
332,332,2.02305E+13,382524,213
333,333,2.02305E+13,383676,214
334,334,2.02305E+13,384828,216
335,335,2.02305E+13,385980,215
336,336,2.02305E+13,387132,210
337,337,2.02305E+13,388284,210
338,338,2.02305E+13,389436,211
339,339,2.02305E+13,390588,210
340,340,2.02305E+13,391740,215
341,341,2.02305E+13,392892,218
342,342,2.02305E+13,394044,216
343,343,2.02305E+13,395196,214
344,344,2.02305E+13,396348,215
345,345,2.02305E+13,397500,212
346,346,2.02305E+13,398652,215
347,347,2.02305E+13,399804,217
348,348,2.02305E+13,400956,219
349,349,2.02305E+13,402108,215
350,350,2.02305E+13,403260,214
351,351,2.02305E+13,404412,214
352,352,2.02305E+13,405564,211
353,353,2.02305E+13,406716,215
354,354,2.02305E+13,407868,219
355,355,2.02305E+13,409020,214
356,356,2.02305E+13,410172,210
357,357,2.02305E+13,411324,211
358,358,2.02305E+13,412476,210
359,359,2.02305E+13,413628,214
360,360,2.02305E+13,414780,217
361,361,2.02305E+13,415932,234
362,362,2.02305E+13,417084,239
363,363,2.02305E+13,418236,246
364,364,2.02305E+13,419388,245
365,365,2.02305E+13,420540,212
366,366,2.02305E+13,421692,216
367,367,2.02305E+13,422844,215
368,368,2.02305E+13,423996,199
369,369,2.02305E+13,425148,183
370,370,2.02305E+13,426300,170
371,371,2.02305E+13,427452,195
372,372,2.02305E+13,428604,208
373,373,2.02305E+13,429756,213
374,374,2.02305E+13,430908,168
375,375,2.02305E+13,432064,173
376,376,2.02305E+13,433216,187
377,377,2.02305E+13,434368,202
378,378,2.02305E+13,435520,211
379,379,2.02305E+13,436672,215
380,380,2.02305E+13,437824,237
381,381,2.02305E+13,438976,249
382,382,2.02305E+13,440128,250
383,383,2.02305E+13,441280,253
384,384,2.02305E+13,442432,221
385,385,2.02305E+13,443584,219
386,386,2.02305E+13,444736,219
387,387,2.02305E+13,445888,247
388,388,2.02305E+13,447040,232
389,389,2.02305E+13,448192,220
390,390,2.02305E+13,449344,211
391,391,2.02305E+13,450496,211
392,392,2.02305E+13,451648,215
393,393,2.02305E+13,452800,209
394,394,2.02305E+13,453952,198
